Account.ExternalID__c,Amount,CloseDate,CreatedDate,LeadSource,Name,StageName,Type,Difficulty__c,ExternalID__c
ACC-213,193000,2024-11-09,2025-01-06T14:19:00+0200,Other,Implement magnetic e-business,Needs Analysis,Existing Customer - Upgrade,85,Opp-544
ACC-214,152000,2025-02-21,2020-01-06T11:15:00+0200,Direct Mail,Syndicate b2c platforms,Needs Analysis,New Customer,90,Opp-545
ACC-214,104000,2024-08-21,2020-03-11T09:53:58+0200,Partner Referral,Envisioneer scalable schemas,Closed Won,Existing Customer - Replacement,10,Opp-546
ACC-214,210000,2024-10-16,2023-02-04T12:08:58+0200,Direct Mail,Morph collaborative experiences,Closed Lost,Existing Customer - Upgrade,10,Opp-547
ACC-215,41000,2025-02-22,2020-03-11T01:54:00+0200,Phone Inquiry,Reinvent scalable web services,Qualification,Existing Customer - Replacement,70,Opp-548
ACC-216,231000,2024-05-04,2024-09-07T12:38:00+0200,Direct Mail,Revolutionize holistic web services,Negotiation/Review,New Customer,10,Opp-549
ACC-216,216000,2024-06-30,2020-02-04T08:51:00+0200,Direct Mail,Mesh dynamic technologies,Needs Analysis,Existing Customer - Replacement,100,Opp-550
ACC-216,89000,2025-02-26,2024-03-12T01:02:00+0200,Other,Mesh leading-edge technologies,Needs Analysis,Existing Customer - Downgrade,0,Opp-551
ACC-217,19000,2024-06-11,2020-05-07T10:12:00+0200,Phone Inquiry,Productize seamless web-readiness,Perception Analysis,Existing Customer - Replacement,45,Opp-552
ACC-218,182000,2024-11-01,2022-05-01T03:47:00+0200,Other,Mesh vertical metrics,Closed Won,Existing Customer - Downgrade,70,Opp-553
ACC-220,95000,2025-02-24,2020-09-03T02:10:00+0200,Direct Mail,Extend rich channels,Needs Analysis,Existing Customer - Downgrade,55,Opp-554
ACC-220,52000,2024-07-30,2022-04-06T00:15:00+0200,Other,Deploy global solutions,Perception Analysis,Existing Customer - Upgrade,50,Opp-555
ACC-221,154000,2024-09-29,2022-01-02T20:42:00+0200,Partner Referral,E-enable open-source experiences,Qualification,Existing Customer - Upgrade,5,Opp-556
ACC-222,16000,2024-06-18,2021-09-04T06:44:00+0200,Direct Mail,Productize enterprise e-tailers,Closed Lost,Existing Customer - Downgrade,100,Opp-557
ACC-222,78000,2025-03-10,2024-07-08T21:17:00+0200,Phone Inquiry,Utilize integrated bandwidth,Prospecting,New Customer,45,Opp-558
ACC-224,152000,2024-08-11,2022-06-09T14:42:00+0200,Web,Reinvent strategic web-readiness,Closed Lost,New Customer,0,Opp-559
ACC-224,202000,2025-01-05,2020-07-11T15:17:00+0200,Other,Utilize intuitive functionalities,Proposal/Price Quote,New Customer,75,Opp-560
ACC-224,190000,2025-02-25,2022-12-04T08:15:00+0200,Web,Leverage scalable convergence,Prospecting,Existing Customer - Replacement,55,Opp-561
ACC-225,89000,2024-12-30,2022-11-30T21:17:00+0200,Other,Orchestrate granular infrastructures,Closed Lost,Existing Customer - Downgrade,70,Opp-562
ACC-226,61000,2024-11-27,2021-09-09T05:23:58+0200,Phone Inquiry,Innovate visionary markets,Needs Analysis,Existing Customer - Upgrade,75,Opp-563
ACC-226,38000,2024-09-24,2024-01-02T04:59:00+0200,Partner Referral,Transition viral deliverables,Needs Analysis,Existing Customer - Replacement,55,Opp-564
ACC-227,224000,2025-02-04,2022-02-08T08:32:00+0200,Trade Show,Enable bricks-and-clicks architectures,Value Proposition,Existing Customer - Upgrade,90,Opp-565
ACC-228,86000,2024-09-25,2020-10-12T22:50:00+0200,Partner Referral,Drive cross-platform functionalities,Needs Analysis,New Customer,90,Opp-566
ACC-229,122000,2024-07-14,2020-08-03T17:53:00+0200,Direct Mail,Generate cross-media schemas,Prospecting,Existing Customer - Replacement,65,Opp-567
ACC-229,173000,2024-04-19,2024-01-09T23:46:00+0200,Direct Mail,Integrate real-time systems,Value Proposition,Existing Customer - Upgrade,50,Opp-568
ACC-230,32000,2024-09-02,2023-04-06T15:36:00+0200,Web,Innovate distributed platforms,Negotiation/Review,New Customer,90,Opp-569
ACC-231,107000,2024-09-26,2024-05-03T11:14:00+0200,Partner Referral,Scale mission-critical bandwidth,Qualification,Existing Customer - Upgrade,55,Opp-570
ACC-231,240000,2024-06-26,2021-08-10T20:23:58+0200,Partner Referral,Morph killer schemas,Id. Decision Makers,Existing Customer - Upgrade,25,Opp-571
ACC-232,78000,2025-03-08,2024-11-10T18:04:00+0200,Web,Target value-added technologies,Needs Analysis,New Customer,55,Opp-572
ACC-233,72000,2024-10-31,2020-11-06T16:00:00+0200,Partner Referral,Generate compelling e-tailers,Closed Won,Existing Customer - Downgrade,50,Opp-573
ACC-234,96000,2024-08-05,2025-01-04T06:22:00+0200,Web,E-enable visionary relationships,Qualification,Existing Customer - Upgrade,70,Opp-574
ACC-234,201000,2024-09-21,2023-04-02T12:11:00+0200,Partner Referral,Strategize end-to-end portals,Prospecting,Existing Customer - Downgrade,10,Opp-575
ACC-235,123000,2025-03-10,2020-07-07T08:42:00+0200,Partner Referral,Extend granular bandwidth,Perception Analysis,Existing Customer - Replacement,95,Opp-576
ACC-236,176000,2024-10-02,2020-11-09T15:20:00+0200,Web,Seize mission-critical supply-chains,Closed Won,Existing Customer - Replacement,65,Opp-577
ACC-237,49000,2024-12-07,2025-03-05T06:02:00+0200,Direct Mail,Architect web-enabled e-services,Negotiation/Review,New Customer,75,Opp-578
ACC-238,11000,2025-02-18,2023-02-10T11:01:00+0200,Phone Inquiry,Generate front-end niches,Id. Decision Makers,Existing Customer - Replacement,15,Opp-579
ACC-239,19000,2024-04-23,2022-12-08T02:28:00+0200,Direct Mail,Deploy proactive paradigms,Proposal/Price Quote,Existing Customer - Downgrade,55,Opp-580
ACC-239,221000,2024-07-27,2023-03-10T13:45:00+0200,Phone Inquiry,Architect visionary synergies,Prospecting,New Customer,25,Opp-581
ACC-240,16000,2024-11-14,2022-04-07T11:26:00+0200,Direct Mail,Incubate enterprise metrics,Closed Won,Existing Customer - Upgrade,40,Opp-582
ACC-240,190000,2025-02-10,2023-06-09T00:36:00+0200,Partner Referral,Enable global roi,Negotiation/Review,New Customer,15,Opp-583
ACC-240,52000,2024-05-24,2020-12-07T21:27:00+0200,Partner Referral,Integrate front-end paradigms,Negotiation/Review,Existing Customer - Upgrade,70,Opp-584
ACC-242,94000,2024-09-09,2024-08-04T15:08:58+0200,Web,Repurpose revolutionary niches,Needs Analysis,Existing Customer - Downgrade,55,Opp-585
ACC-243,102000,2025-01-18,2023-08-09T00:24:00+0200,Trade Show,Morph next-generation e-markets,Value Proposition,New Customer,65,Opp-586
ACC-244,56000,2025-01-30,2021-02-11T11:17:00+0200,Phone Inquiry,Generate integrated niches,Proposal/Price Quote,New Customer,55,Opp-587
ACC-244,27000,2024-08-02,2022-07-03T16:11:00+0200,Partner Referral,Synthesize bricks-and-clicks paradigms,Closed Won,Existing Customer - Upgrade,65,Opp-588
ACC-245,200000,2025-03-05,2024-09-30T20:15:00+0200,Direct Mail,Strategize collaborative supply-chains,Closed Won,Existing Customer - Downgrade,35,Opp-589
ACC-245,221000,2024-08-21,2020-08-04T14:30:00+0200,Partner Referral,Iterate open-source experiences,Closed Lost,Existing Customer - Replacement,40,Opp-590
ACC-246,228000,2024-08-01,2023-12-10T02:59:00+0200,Direct Mail,Morph next-generation web services,Proposal/Price Quote,Existing Customer - Replacement,70,Opp-591
ACC-246,60000,2024-09-11,2020-01-31T21:42:00+0200,Direct Mail,Empower mission-critical e-services,Closed Won,Existing Customer - Downgrade,30,Opp-592
ACC-246,88000,2024-06-15,2021-06-07T05:42:00+0200,Other,Drive clicks-and-mortar methodologies,Qualification,New Customer,90,Opp-593
ACC-246,52000,2024-04-24,2022-05-10T07:43:00+0200,Direct Mail,Morph dot-com deliverables,Negotiation/Review,Existing Customer - Downgrade,50,Opp-594
ACC-247,100000,2025-01-13,2024-10-09T06:22:00+0200,Trade Show,Seize innovative platforms,Value Proposition,Existing Customer - Downgrade,25,Opp-595
ACC-248,49000,2024-08-15,2021-12-06T06:22:00+0200,Phone Inquiry,E-enable e-business experiences,Id. Decision Makers,Existing Customer - Replacement,65,Opp-596
ACC-249,229000,2024-09-14,2022-07-05T18:33:00+0200,Phone Inquiry,Matrix bleeding-edge web services,Closed Lost,Existing Customer - Upgrade,15,Opp-597
ACC-251,105000,2024-11-10,2023-02-28T15:40:00+0200,Web,Target open-source action-items,Prospecting,Existing Customer - Downgrade,70,Opp-598
ACC-251,150000,2024-12-11,2023-02-28T13:38:58+0200,Phone Inquiry,Re-contextualize best-of-breed metrics,Qualification,Existing Customer - Upgrade,100,Opp-599
ACC-252,174000,2025-03-13,2020-08-03T16:14:00+0200,Trade Show,Integrate end-to-end supply-chains,Proposal/Price Quote,Existing Customer - Upgrade,55,Opp-600
ACC-252,129000,2025-03-19,2020-02-06T22:36:00+0200,Web,Aggregate one-to-one schemas,Prospecting,Existing Customer - Replacement,20,Opp-601
ACC-253,194000,2025-01-17,2022-05-31T19:54:00+0200,Direct Mail,Enable b2b vortals,Id. Decision Makers,Existing Customer - Upgrade,45,Opp-602
ACC-254,202000,2024-08-11,2022-09-12T14:26:00+0200,Other,Seize interactive communities,Prospecting,New Customer,35,Opp-603
ACC-255,122000,2025-01-02,2024-07-08T14:01:00+0200,Web,Synthesize granular niches,Needs Analysis,Existing Customer - Replacement,15,Opp-604
ACC-255,122000,2024-04-29,2022-04-09T04:09:00+0200,Partner Referral,Optimize intuitive initiatives,Perception Analysis,Existing Customer - Replacement,85,Opp-605
ACC-256,240000,2024-05-26,2023-06-12T20:14:00+0200,Direct Mail,Evolve leading-edge e-business,Value Proposition,Existing Customer - Downgrade,20,Opp-606
ACC-256,216000,2025-02-15,2021-04-08T02:03:00+0200,Direct Mail,Disintermediate vertical functionalities,Closed Won,Existing Customer - Upgrade,70,Opp-607
ACC-258,181000,2024-05-05,2020-10-03T08:50:00+0200,Trade Show,Envisioneer holistic markets,Proposal/Price Quote,Existing Customer - Downgrade,25,Opp-608
ACC-258,227000,2025-02-17,2021-02-06T07:43:00+0200,Phone Inquiry,Facilitate sticky e-markets,Proposal/Price Quote,Existing Customer - Replacement,15,Opp-609
ACC-259,190000,2024-07-08,2022-06-07T15:40:00+0200,Trade Show,Exploit cross-media solutions,Proposal/Price Quote,Existing Customer - Upgrade,5,Opp-610
ACC-259,165000,2024-10-25,2020-05-01T05:19:00+0200,Other,Deliver scalable supply-chains,Closed Lost,Existing Customer - Replacement,0,Opp-611
ACC-259,78000,2024-09-24,2023-05-13T00:53:00+0200,Direct Mail,Maximize wireless metrics,Id. Decision Makers,Existing Customer - Replacement,55,Opp-612
ACC-260,121000,2024-10-27,2023-12-31T18:04:00+0200,Partner Referral,Monetize end-to-end channels,Qualification,New Customer,85,Opp-613
ACC-261,14000,2025-01-31,2024-05-07T09:47:00+0200,Phone Inquiry,Incubate 24/7 e-markets,Proposal/Price Quote,Existing Customer - Downgrade,85,Opp-614
ACC-261,88000,2024-08-30,2020-02-12T10:30:00+0200,Direct Mail,Extend ubiquitous e-commerce,Negotiation/Review,Existing Customer - Replacement,35,Opp-615
ACC-262,195000,2024-04-05,2023-06-04T21:00:00+0200,Phone Inquiry,Synergize 24/365 vortals,Needs Analysis,Existing Customer - Replacement,100,Opp-616
ACC-262,16000,2024-06-12,2021-03-10T06:00:00+0200,Web,Embrace value-added architectures,Negotiation/Review,Existing Customer - Replacement,55,Opp-617
ACC-262,187000,2024-09-21,2024-05-31T20:39:00+0200,Partner Referral,Syndicate world-class roi,Perception Analysis,Existing Customer - Upgrade,85,Opp-618
ACC-262,31000,2024-12-07,2024-02-01T02:21:00+0200,Partner Referral,Engineer plug-and-play applications,Qualification,New Customer,70,Opp-619
ACC-263,57000,2024-09-02,2020-07-09T02:01:00+0200,Web,Unleash cross-media mindshare,Id. Decision Makers,Existing Customer - Downgrade,35,Opp-620
ACC-263,99000,2024-04-10,2022-06-12T15:20:00+0200,Phone Inquiry,Harness best-of-breed action-items,Needs Analysis,Existing Customer - Upgrade,95,Opp-621
ACC-263,234000,2025-01-10,2021-05-13T04:54:00+0200,Direct Mail,Morph extensible info-mediaries,Closed Won,New Customer,25,Opp-622
ACC-263,79000,2025-02-06,2020-08-31T11:28:00+0200,Other,E-enable rich supply-chains,Needs Analysis,Existing Customer - Upgrade,85,Opp-623
ACC-263,72000,2024-09-09,2022-10-01T05:21:00+0200,Web,Generate plug-and-play e-markets,Negotiation/Review,Existing Customer - Upgrade,45,Opp-624
ACC-264,179000,2024-12-07,2024-07-03T07:21:00+0200,Direct Mail,Engineer real-time web-readiness,Id. Decision Makers,Existing Customer - Replacement,85,Opp-625
ACC-264,159000,2024-12-16,2023-02-08T10:05:00+0200,Partner Referral,Enable open-source web services,Perception Analysis,Existing Customer - Upgrade,100,Opp-626
ACC-264,150000,2024-04-03,2025-01-06T00:20:00+0200,Phone Inquiry,Enhance dynamic e-commerce,Qualification,Existing Customer - Upgrade,85,Opp-627
ACC-265,169000,2025-01-10,2022-01-10T21:24:00+0200,Web,Syndicate bricks-and-clicks channels,Closed Won,Existing Customer - Upgrade,45,Opp-628
ACC-265,199000,2024-07-17,2022-11-07T08:17:00+0200,Partner Referral,Target visionary metrics,Closed Won,New Customer,70,Opp-629
ACC-266,130000,2024-11-11,2020-11-02T14:05:00+0200,Phone Inquiry,Disintermediate world-class infrastructures,Negotiation/Review,Existing Customer - Upgrade,100,Opp-630
ACC-266,205000,2025-03-06,2024-08-11T16:27:00+0200,Web,Enhance value-added interfaces,Proposal/Price Quote,Existing Customer - Upgrade,65,Opp-631
ACC-266,139000,2024-10-29,2022-03-10T13:43:00+0200,Other,Architect b2b supply-chains,Id. Decision Makers,Existing Customer - Replacement,80,Opp-632
ACC-267,227000,2025-02-21,2022-07-09T12:08:58+0200,Web,Iterate out-of-the-box content,Value Proposition,Existing Customer - Downgrade,75,Opp-633
ACC-268,57000,2024-06-02,2024-01-09T00:47:00+0200,Partner Referral,Target wireless experiences,Negotiation/Review,Existing Customer - Downgrade,35,Opp-634
ACC-268,191000,2024-12-20,2021-05-08T02:59:00+0200,Other,Envisioneer ubiquitous web-readiness,Closed Won,Existing Customer - Upgrade,45,Opp-635
ACC-269,160000,2024-08-28,2021-05-07T12:26:00+0200,Trade Show,Whiteboard cutting-edge platforms,Value Proposition,Existing Customer - Upgrade,0,Opp-636
ACC-269,174000,2024-07-20,2021-07-08T10:05:00+0200,Direct Mail,Enable revolutionary info-mediaries,Qualification,New Customer,30,Opp-637
ACC-269,178000,2024-11-01,2023-06-06T06:51:00+0200,Direct Mail,Grow web-enabled action-items,Prospecting,Existing Customer - Replacement,5,Opp-638
ACC-269,189000,2024-09-23,2020-05-12T20:48:00+0200,Web,Productize rich technologies,Closed Lost,Existing Customer - Upgrade,100,Opp-639
ACC-269,208000,2024-10-08,2023-03-09T10:57:00+0200,Phone Inquiry,Incentivize 24/365 vortals,Perception Analysis,New Customer,30,Opp-640
ACC-270,232000,2024-04-07,2024-05-05T03:58:00+0200,Partner Referral,Optimize 24/365 e-markets,Proposal/Price Quote,New Customer,40,Opp-641
ACC-270,29000,2024-10-15,2020-01-31T20:48:00+0200,Web,Innovate visionary paradigms,Perception Analysis,New Customer,20,Opp-642
ACC-271,230000,2025-02-23,2022-01-07T04:23:00+0200,Web,Monetize synergistic portals,Closed Won,New Customer,20,Opp-643
ACC-272,90000,2024-09-06,2022-07-13T06:27:00+0200,Trade Show,Implement web-enabled e-tailers,Prospecting,Existing Customer - Upgrade,80,Opp-644
ACC-273,201000,2024-11-10,2024-12-13T03:49:00+0200,Partner Referral,Deliver holistic e-markets,Closed Won,New Customer,30,Opp-645
ACC-274,128000,2024-11-02,2023-04-11T08:53:00+0200,Partner Referral,Mesh scalable e-tailers,Prospecting,Existing Customer - Replacement,60,Opp-646
ACC-275,128000,2024-08-03,2020-03-05T13:34:00+0200,Web,Benchmark world-class solutions,Qualification,Existing Customer - Downgrade,25,Opp-647
ACC-275,97000,2024-07-24,2024-11-12T11:42:00+0200,Other,Morph b2c content,Qualification,Existing Customer - Upgrade,100,Opp-648
ACC-275,66000,2024-06-18,2020-05-03T03:42:00+0200,Phone Inquiry,Synergize visionary eyeballs,Proposal/Price Quote,Existing Customer - Upgrade,85,Opp-649
ACC-276,180000,2024-08-08,2021-08-06T08:39:00+0200,Other,Enable end-to-end communities,Perception Analysis,Existing Customer - Downgrade,15,Opp-650
ACC-276,160000,2024-06-04,2021-12-01T17:15:00+0200,Phone Inquiry,E-enable killer solutions,Needs Analysis,Existing Customer - Upgrade,45,Opp-651
ACC-276,134000,2025-02-07,2021-10-02T16:38:00+0200,Partner Referral,Architect cutting-edge interfaces,Value Proposition,Existing Customer - Downgrade,20,Opp-652
ACC-276,194000,2024-08-19,2024-12-12T13:52:00+0200,Phone Inquiry,Re-contextualize granular infrastructures,Closed Lost,Existing Customer - Upgrade,15,Opp-653
ACC-276,241000,2024-07-29,2024-08-10T06:51:00+0200,Direct Mail,Productize bleeding-edge schemas,Closed Lost,Existing Customer - Upgrade,15,Opp-654
ACC-276,197000,2024-04-09,2024-04-02T23:46:00+0200,Partner Referral,Re-intermediate clicks-and-mortar bandwidth,Proposal/Price Quote,New Customer,25,Opp-655
ACC-277,36000,2024-11-29,2021-03-09T10:14:00+0200,Partner Referral,Synergize scalable schemas,Value Proposition,Existing Customer - Upgrade,30,Opp-656
ACC-277,55000,2025-03-24,2023-08-04T08:44:00+0200,Trade Show,Transition open-source platforms,Closed Won,New Customer,85,Opp-657
ACC-277,127000,2025-02-12,2022-12-03T03:53:00+0200,Partner Referral,Syndicate plug-and-play experiences,Needs Analysis,Existing Customer - Upgrade,100,Opp-658
ACC-277,70000,2024-07-11,2023-12-05T09:17:00+0200,Trade Show,Deliver magnetic channels,Needs Analysis,Existing Customer - Replacement,60,Opp-659
ACC-278,64000,2024-12-03,2025-01-05T17:28:00+0200,Partner Referral,Incentivize seamless applications,Prospecting,New Customer,65,Opp-660
ACC-278,95000,2025-01-06,2022-09-30T17:17:00+0200,Phone Inquiry,Revolutionize collaborative bandwidth,Needs Analysis,Existing Customer - Upgrade,35,Opp-661
ACC-279,101000,2024-05-15,2022-10-11T23:46:00+0200,Partner Referral,Synthesize virtual supply-chains,Negotiation/Review,Existing Customer - Downgrade,50,Opp-662
ACC-279,236000,2024-09-10,2023-09-02T15:00:00+0200,Web,Cultivate interactive roi,Qualification,Existing Customer - Replacement,60,Opp-663
ACC-279,21000,2024-05-27,2021-07-05T09:47:00+0200,Web,Empower cross-platform e-markets,Closed Won,Existing Customer - Replacement,50,Opp-664
ACC-280,207000,2025-01-05,2023-05-01T10:05:00+0200,Direct Mail,Syndicate open-source niches,Value Proposition,Existing Customer - Downgrade,65,Opp-665
ACC-280,35000,2025-02-07,2020-12-06T04:27:00+0200,Direct Mail,Transition enterprise functionalities,Needs Analysis,New Customer,95,Opp-666
ACC-281,34000,2025-03-14,2022-10-01T17:26:00+0200,Other,E-enable out-of-the-box applications,Qualification,New Customer,25,Opp-667
ACC-281,106000,2024-08-29,2021-11-04T14:12:00+0200,Other,Engineer collaborative models,Needs Analysis,Existing Customer - Replacement,20,Opp-668
ACC-281,225000,2025-03-05,2022-11-02T02:06:00+0200,Trade Show,Implement visionary e-business,Closed Won,Existing Customer - Replacement,35,Opp-669
ACC-281,29000,2025-03-22,2023-05-07T23:32:58+0200,Other,Deploy cutting-edge e-markets,Closed Lost,Existing Customer - Replacement,75,Opp-670
ACC-281,202000,2024-12-06,2025-01-10T01:59:00+0200,Trade Show,Incubate web-enabled roi,Closed Won,New Customer,25,Opp-671
ACC-282,26000,2024-11-09,2020-07-02T21:04:00+0200,Web,Optimize b2b content,Proposal/Price Quote,Existing Customer - Replacement,70,Opp-672
ACC-282,125000,2024-12-29,2021-07-03T18:27:00+0200,Trade Show,E-enable transparent markets,Proposal/Price Quote,New Customer,65,Opp-673
ACC-283,39000,2024-10-27,2025-03-01T03:00:00+0200,Trade Show,E-enable web-enabled web-readiness,Qualification,Existing Customer - Upgrade,5,Opp-674
ACC-284,114000,2024-06-03,2020-03-05T12:27:00+0200,Phone Inquiry,Repurpose world-class systems,Qualification,Existing Customer - Downgrade,90,Opp-675
ACC-284,151000,2024-05-11,2021-05-01T12:33:00+0200,Partner Referral,Redefine front-end info-mediaries,Negotiation/Review,Existing Customer - Upgrade,25,Opp-676
ACC-284,37000,2024-09-27,2022-11-10T12:58:00+0200,Trade Show,Scale proactive e-markets,Prospecting,Existing Customer - Replacement,80,Opp-677
ACC-285,13000,2025-02-12,2021-02-02T02:23:58+0200,Partner Referral,Exploit proactive methodologies,Prospecting,New Customer,40,Opp-678
ACC-287,57000,2025-02-25,2023-04-06T06:26:00+0200,Web,Synthesize scalable synergies,Value Proposition,New Customer,45,Opp-679
ACC-287,201000,2024-09-24,2021-04-01T21:02:00+0200,Direct Mail,Unleash real-time supply-chains,Closed Lost,New Customer,0,Opp-680
ACC-288,13000,2024-07-19,2022-07-02T21:49:00+0200,Trade Show,Reinvent distributed solutions,Qualification,Existing Customer - Replacement,95,Opp-681
ACC-289,247000,2024-04-25,2020-11-11T07:54:00+0200,Trade Show,Incubate best-of-breed communities,Value Proposition,Existing Customer - Downgrade,75,Opp-682
ACC-289,38000,2025-03-21,2020-06-02T12:53:00+0200,Other,Expedite global supply-chains,Closed Won,Existing Customer - Upgrade,30,Opp-683
ACC-291,91000,2024-07-06,2025-02-03T18:38:00+0200,Direct Mail,Whiteboard vertical interfaces,Value Proposition,New Customer,80,Opp-684
ACC-292,185000,2025-03-15,2024-07-07T04:12:00+0200,Trade Show,Exploit mission-critical info-mediaries,Closed Lost,Existing Customer - Replacement,75,Opp-685
ACC-293,35000,2025-03-12,2023-09-11T18:27:00+0200,Trade Show,E-enable efficient content,Id. Decision Makers,Existing Customer - Upgrade,5,Opp-686
ACC-293,218000,2024-09-22,2023-09-30T12:31:00+0200,Other,Engage plug-and-play architectures,Value Proposition,Existing Customer - Replacement,75,Opp-687
ACC-293,199000,2024-11-11,2020-09-08T09:11:00+0200,Phone Inquiry,Strategize revolutionary e-services,Proposal/Price Quote,Existing Customer - Upgrade,5,Opp-688
ACC-293,41000,2024-09-20,2022-12-03T15:45:00+0200,Phone Inquiry,Envisioneer holistic solutions,Proposal/Price Quote,Existing Customer - Downgrade,95,Opp-689
ACC-293,18000,2024-06-20,2020-05-01T09:00:00+0200,Web,Disintermediate integrated bandwidth,Closed Lost,Existing Customer - Downgrade,15,Opp-690
ACC-294,156000,2024-06-04,2023-03-09T09:15:00+0200,Web,Leverage bricks-and-clicks supply-chains,Needs Analysis,New Customer,10,Opp-691
ACC-294,178000,2024-09-14,2023-02-05T10:27:00+0200,Trade Show,Redefine virtual relationships,Qualification,New Customer,40,Opp-692
ACC-294,240000,2024-05-23,2020-01-10T07:57:00+0200,Phone Inquiry,Deploy dot-com web-readiness,Proposal/Price Quote,Existing Customer - Replacement,25,Opp-693
ACC-294,81000,2024-09-06,2020-12-10T17:05:00+0200,Phone Inquiry,Incentivize one-to-one relationships,Value Proposition,Existing Customer - Replacement,75,Opp-694
ACC-294,82000,2024-04-08,2020-05-31T16:16:00+0200,Phone Inquiry,Exploit intuitive roi,Closed Lost,Existing Customer - Upgrade,45,Opp-695
ACC-295,213000,2024-07-21,2021-03-08T11:32:00+0200,Phone Inquiry,Innovate proactive metrics,Closed Lost,New Customer,75,Opp-696
ACC-296,163000,2025-01-08,2022-11-12T01:34:00+0200,Direct Mail,Engineer robust networks,Prospecting,Existing Customer - Replacement,10,Opp-697
ACC-296,189000,2024-09-29,2023-09-05T20:08:00+0200,Direct Mail,Orchestrate next-generation systems,Prospecting,Existing Customer - Upgrade,60,Opp-698
ACC-296,29000,2025-01-19,2023-07-01T10:09:00+0200,Trade Show,Strategize turn-key experiences,Closed Lost,New Customer,0,Opp-699
ACC-296,42000,2025-01-08,2022-05-12T04:32:00+0200,Web,Seize front-end synergies,Negotiation/Review,Existing Customer - Replacement,65,Opp-700
ACC-297,196000,2024-10-15,2022-03-11T15:17:00+0200,Direct Mail,Reinvent global paradigms,Perception Analysis,Existing Customer - Downgrade,55,Opp-701
ACC-297,91000,2025-01-31,2021-05-03T00:24:00+0200,Other,Repurpose leading-edge communities,Prospecting,New Customer,85,Opp-702
ACC-298,44000,2024-04-17,2021-10-05T20:37:00+0200,Partner Referral,Utilize revolutionary applications,Value Proposition,Existing Customer - Upgrade,20,Opp-703
ACC-298,133000,2024-12-10,2021-05-10T17:46:00+0200,Partner Referral,Monetize virtual deliverables,Prospecting,Existing Customer - Downgrade,10,Opp-704
ACC-298,160000,2024-12-11,2021-10-02T11:28:00+0200,Partner Referral,Evolve bleeding-edge solutions,Id. Decision Makers,Existing Customer - Upgrade,65,Opp-705
ACC-299,116000,2024-09-05,2022-07-01T06:47:00+0200,Trade Show,Aggregate efficient markets,Needs Analysis,Existing Customer - Replacement,70,Opp-706
ACC-299,102000,2024-07-27,2020-10-05T11:23:58+0200,Web,Target revolutionary users,Prospecting,Existing Customer - Downgrade,65,Opp-707
ACC-300,199000,2024-08-11,2021-07-13T01:23:00+0200,Web,Envisioneer e-business systems,Perception Analysis,Existing Customer - Downgrade,90,Opp-708
ACC-300,201000,2025-02-18,2024-07-01T05:48:00+0200,Partner Referral,Synthesize end-to-end metrics,Prospecting,Existing Customer - Replacement,70,Opp-709
ACC-301,207000,2024-05-01,2024-10-31T23:41:00+0200,Phone Inquiry,Envisioneer scalable web services,Closed Won,New Customer,85,Opp-710
ACC-301,95000,2024-09-27,2020-08-05T11:17:00+0200,Direct Mail,Aggregate synergistic vortals,Proposal/Price Quote,Existing Customer - Replacement,75,Opp-711
ACC-301,189000,2024-08-01,2024-09-11T17:30:00+0200,Direct Mail,Deliver holistic action-items,Prospecting,New Customer,80,Opp-712
ACC-302,96000,2024-10-14,2023-12-04T20:55:00+0200,Direct Mail,Deliver b2c bandwidth,Qualification,Existing Customer - Downgrade,0,Opp-713
ACC-302,210000,2024-09-30,2023-01-05T01:14:00+0200,Trade Show,Architect holistic systems,Value Proposition,Existing Customer - Replacement,15,Opp-714
ACC-302,130000,2024-07-29,2020-01-04T00:58:00+0200,Other,Expedite value-added systems,Perception Analysis,Existing Customer - Downgrade,0,Opp-715
ACC-302,211000,2025-03-23,2024-04-11T09:08:58+0200,Direct Mail,Disintermediate plug-and-play interfaces,Closed Won,New Customer,95,Opp-716
ACC-303,179000,2024-05-27,2024-09-04T23:01:00+0200,Direct Mail,Engineer b2c channels,Prospecting,Existing Customer - Upgrade,95,Opp-717
ACC-303,201000,2024-08-26,2020-10-02T02:15:00+0200,Other,Whiteboard user-centric applications,Id. Decision Makers,Existing Customer - Replacement,0,Opp-718
ACC-303,238000,2024-08-11,2024-04-05T13:16:00+0200,Direct Mail,Synergize world-class platforms,Qualification,Existing Customer - Downgrade,0,Opp-719
ACC-303,238000,2024-04-03,2022-08-04T23:23:00+0200,Partner Referral,Whiteboard out-of-the-box partnerships,Perception Analysis,Existing Customer - Replacement,95,Opp-720
ACC-304,104000,2024-07-30,2024-12-11T12:45:00+0200,Direct Mail,Embrace web-enabled content,Proposal/Price Quote,Existing Customer - Replacement,50,Opp-721
ACC-304,138000,2024-12-30,2021-07-05T21:38:00+0200,Web,Synthesize intuitive synergies,Perception Analysis,Existing Customer - Replacement,45,Opp-722
ACC-304,102000,2024-11-19,2022-11-08T19:52:00+0200,Other,Visualize dynamic web-readiness,Closed Lost,New Customer,70,Opp-723
ACC-304,35000,2024-06-08,2022-06-10T12:17:00+0200,Partner Referral,Architect holistic mindshare,Qualification,Existing Customer - Replacement,30,Opp-724
